node_id,f1,weight
node_A,0.8575624082232012,0.20901138132894687
node_B,0.8417910447761194,0.20516746929653248
node_C,0.7867036011080333,0.19174115468136285
node_D,0.8731563421828908,0.2128120489491847
node_E,0.7437325905292479,0.18126794574397306
